word,phonetic,pos,definition,source
seniority,",sinɪ'ɔrəti",,n.资历,专四
sluggish,'slʌɡɪʃ,,a.行动缓慢的，反应迟缓的,专四
surge,sɝdʒ,,n.猛增；急剧上升,专四
suspender,sə'spɛndɚ,,n.吊带裤，悬挂物,专四
suspense,sə'spɛns,,n.挂念; 悬念,专四
thatcher,ˈθætʃə(r),,n.盖屋匠,专四
transition,træn'zɪʃən,,n.过渡，转变,专四
transmission,træns'mɪʃən,,n.传输；传送,专四
undertake,",ʌndɚ'tek",,v.承担；从事,专四
vehicle,'viːɪkl,,n.交通工具,专四
accessory,ək'sɛsəri,,n.配饰；附件,专四
appositive,ə'pɑzətɪv,,a.同位语,专四
atrophy,'ætrəfi,,n.萎缩,专四
award,ə'wɔrd,,n.奖励，奖品,专四
bankruptcy,'bæŋkrʌptsi,,n.破产，倒闭,专四
boarder,'bɔrdɚ,,n.寄宿者,专四
brilliant,'brɪljənt,,a.才华横溢的,专四
complacent,kəm'plesnt,,a.自满的,专四
conclusive,kən'klusɪv,,a.（事实、证据等）令人信服的，确凿的,专四
crack,kræk,,v.破裂,专四
credit,'krɛdɪt,,n.荣誉，声誉,专四
cue,kju,,n.暗示,专四
declare,dɪ'klɛr,,v.宣布,专四
definite,'dɛfɪnət,,a.明确的,专四
desperately,'despərətli,,ad.极度地,专四
desperation,",dɛspə'reʃən",,n.绝望,专四
dreary,'drɪri,,a.枯燥的，沉闷的,专四
effective,ɪ'fɛktɪv,,a.有效的,专四
erect,ɪ'rɛkt,,v.建立,专四
eventual,i'ventʃuəl,,a.最终的,专四
fade,fed,,v.使褪色；逐渐消逝,专四
forum,'fɔrəm,,n.论坛,专四
gadget,'gædʒɪt,,n.小配件，小装置,专四
gaily,'ɡeili,,ad.花哨地，艳丽地,专四
greed,ɡrid,,n.贪心,专四
habitual,hə'bɪtʃuəl,,a.习惯的,专四
highlight,'haɪlaɪt,,v.强调,专四
implant,ɪm'plænt,,v.灌输,专四
imply,ɪm'plai,,v.暗示,专四
incalculable,ɪn'kælkjələbl,,a.不可估量的,专四
inconvenience,",ɪnkən'vinɪəns",,n.不方便,专四
inspiration,ˌɪnspəˈreʃən,,n.灵感,专四
inspire,ɪn'spaɪɚ,,v.鼓舞; 激励,专四
instant,'ɪnstənt,,a.立即的,专四
juggle,'dʒʌɡl,,v.同时应付,专四
lust,lʌst,,n.欲望;,专四
manufacturer,",mænju'fæktʃərɚ",,n.制造商，制造厂,专四
mere,mɪr,,a.仅仅，只不过,专四
morale,mə'ræl,,n.士气,专四
mortgage,'mɔrɡɪdʒ,,n.抵押贷款,专四
neural,'nʊrəl,,a.神经的,专四
outstanding,'aʊt'stændɪŋ,,a.杰出的,专四
overeat,'ovɚ'it,,v.吃得过多,专四
pandemic,pæn'dɛmɪk,,n.流行病,专四
panic,'pænɪk,,n.恐慌,专四
plug,plʌɡ,,n.塞子，插头,专四
precaution,prɪ'kɔʃən,,n.预防措施,专四
prototype,'protə'taɪp,,n.原型，雏形,专四
reconcile,'rɛkənsaɪl,,v.调和；和解,专四
revenue,'rɛvənu,,n.收益,专四
righteousness,'raɪtʃəsnɪs,,n.正义,专四
sensible,'sɛnsəbl,,a.合理的,专四
sin,sɪn,,n.罪恶,专四
solution,sə'luʃən,,n.解决,专四
stability,stə'bɪləti,,n.稳定,专四
strengthen,'strɛŋθn,,v.加强,专四
structure,'strʌktʃɚ,,n.结构,专四
supplier,sə'plaɪɚ,,n.供应商,专四
theory,'θiəri,,n.理论,专四
torrent,'tɔrənt,,n.急流，湍流,专四
tough,tʌf,,a.困难的,专四
twitter,'twɪtɚ,,n.推特,专四
unconscious,ʌn'kɑnʃəs,,a.无意识的,专四
various,'vɛrɪəs,,a.各种各样的,专四
vital,'vaɪtl,,a.至关重要的,专四
willpower,"'wɪl,paʊɚ",,n.意志力,专四
alternative,ɔl'tɝnətɪv,,a.替代的；备选的；其他的 n.可供选择的事物,专四
ambitious,æm'bɪʃəs,,a.野心勃勃的,专四
archaeologist,",ɑrkɪ'ɑlədʒɪst",,n.考古学家,专四
banquet,'bæŋkwɪt,,n.宴会,专四
bridge,brɪdʒ,,v.弥合（差距），消除（分歧）,专四
chaos,'keɑs,,n.混乱,专四
clue,klʊ,,n.线索,专四
confusion,kən'fjʊʒən,,n.混乱,专四
conserve,kən'sɝv,,v.保护,专四
desirous,di'zaiərəs,,a.渴望…的,专四
determiner,dɪ'tɝmɪnɚ,,n.限定词,专四
distinguished,dɪ'stɪŋgwɪʃt,,a.卓越的,专四
distinguishing,dɪ'stɪŋgwɪʃɪŋ,,a.与众不同的,专四
downright,'daʊnraɪt,,ad.十足地，彻底地,专四
dynamic,daɪ'næmɪk,,a.充满活力的,专四
Ecotourism,ˈi:kəʊtʊərɪzəm,,n.生态旅游,专四
expanse,ɪk'spæns,,n.广阔的区域,专四
explanatory,ɪk'splænətɔri,,a.解释的; 说明的,专四
float,flot,,v.漂浮,专四
formality,fɔr'mæləti,,n.遵守礼节；正式手续；例行公事,专四
funeral,'fjunərəl,,a.葬礼的,专四
furious,'fjʊrɪəs,,a.狂怒的,专四
gigantic,dʒaɪ'ɡæntɪk,,a.巨大的，庞大的,专四
gilded,'ɡɪldɪd,,a.镀金的,专四
granite,'grænɪt,,n.花岗岩,专四
gratitude,'ɡrætɪtud,,n.感激（之情）；感谢,专四
handily,'hændɪli,,ad.轻松地,专四
households,"'haʊs,hold",,n.家庭,专四
imbalance,ɪm'bæləns,,n.不平衡,专四
impression,ɪm'prɛʃən,,n.印象,专四
mercifully,'mɝsɪfəli,,ad.幸运地；仁慈地,专四
oblong,'ɑblɔŋ,,a.长方形的,专四
offspring,'ɔfsprɪŋ,,n.后代，子孙,专四
organic,ɔr'gænɪk,,a.有机的,专四
oval,'ovl,,a.椭圆形的,专四
parallel,'pærəlɛl,,a.平行的,专四
paycheck,"'pe,tʃɛk",,n.工资支票,专四
pedestrian,pə'dɛstrɪən,,n.行人,专四
pessimistic,",pɛsɪ'mɪstɪk",,a.悲观的,专四
pollster,'polstɚ,,n.民意调查者,专四
pyramid,'pɪrəmɪd,,n.金字塔,专四
quilt,kwɪlt,,v.缝制（被褥）,专四
refreshment,ri'frɛʃmənt,,n.点心,专四
rejection,rɪ'dʒɛkʃən,,n.拒绝,专四
resourceful,rɪ'sɔrsfl,,a.足智多谋的；机智的,专四
revealing,rɪ'vilɪŋ,,a.发人深省的,专四
rosy,'rozi,,a.美好的,专四
seduce,sɪ'dʊs,,v.勾引，引诱,专四
silhouette,",sɪlu'ɛt",,v.使呈现暗色轮廓,专四
splendid,'splɛndɪd,,a.壮观的,专四
stun,stʌn,,v.震惊,专四
sustainability,"sə,stenə'bɪlɪti",,n.持续性,专四
syndrome,'sɪndrəm,,n.综合征,专四
ultimately,'ʌltɪmətli,,ad.最后；根本上,专四
utter,'ʌtɚ,,a.彻底的，完全的,专四
ambiguous,æm'bɪɡjuəs,,a.模棱两可的,专四
awkward,'ɔkwɚd,,a.笨拙的；尴尬的,专四
bankrupt,'bæŋkrʌpt,,a.破产的,专四
blockade,blɑ'ked,,n.封锁,专四
commentator,'kɑmən'tetɚ,,n.评论员,专四
conservative,kən'sɝvətɪv,,a.保守的,专四
considerable,kən'sɪdərəbl,,a.相当多的，可观的,专四
convert,kən'vɝt,,v.转变，变化；皈依,专四
democratic,'dɛmə'krætɪk,,a.民主的,专四
diminish,dɪ'mɪnɪʃ,,v.减少,专四
diversify,daɪˈvɜrsəˌfaɪ,,v.使多样化，使变化,专四
elaborate,ɪ'læbəret,,v.精心制作 vi.详细描述,专四
elate,i'leit,,a.得意的,专四
exclusively,ɪk'sklʊsɪvli,,ad.排他地；独家的,专四
flourish,ˈflɜːrɪʃ,,v.繁荣,专四
grasp,ɡræsp,,v.抓住；领会,专四
gullible,'ɡʌləbl,,a.易受骗的；轻信的,专四
hibernate,'haɪbɚnet,,v.（动物）冬眠,专四
humanitarian,"hju,mænɪ'tɛrɪən",,n.人道主义者,专四
illustration,",ɪlə'streʃən",,n.插图；说明；例证,专四
imminent,'ɪmɪnənt,,a.迫在眉睫的；即将来临的,专四
literate,'lɪtərət,,a.有文化的，识字的,专四
maintenance,'mentənəns,,n.维护，维修,专四
nominate,'nɑmɪnet,,v.提名；任命,专四
numerous,'numərəs,,a.许多的，无数的,专四
passionate,'pæʃənət,,a.有激情的；热烈的，激昂的,专四
primal,'praɪml,,a.最初的；原始的；主要的,专四
prohibition,",proə'bɪʃən",,n.禁止；禁令,专四
protest,ˈproʊtest,,v.&vt.抗议，反对,专四
sarcastic,sɑr'kæstɪk,,a.讽刺的,专四
session,'sɛʃən,,n.（法庭，议会等）会议，开会；学期；学年,专四
shrewd,ʃrud,,a.精明的；机灵的,专四
skeptical,'skɛptɪkl,,a.怀疑的；怀疑论的,专四
slump,slʌmp,,v.暴跌 n.萧条期，下滑期,专四
thaw,θɔ,,v.使融解；解冻,专四
transform,træns'fɔrm,,v.改观,专四
trivialization,",triviəlai'zeiʃən",,n.琐碎化；轻视；平凡,专四
upgrade,",ʌp'ɡred",,v.提高；升级,专四
acquaintance,ə'kwentəns,,"n.(对某人的)相识,认识;熟人(with someone)",专四
attorney,ə'tɝni,,n.（尤指出庭的）律师,专四
bias,'baɪəs,,n.偏见,专四
blister,'blɪstɚ,,n.水泡,专四
caste,kæst,,n.(印度世袭的)社会等级,专四
complex,"kəm'plɛks; 'kɑm,plɛks",,a.复杂的，错综复杂的,专四
confrontation,",kɑnfrən'teʃən",,n.对抗；面对,专四
contradiction,",kɑntrə'dɪkʃən",,n.矛盾,专四
delegate,"ˈdɛləgɪt; (for v.,) ˈdɛləˌgeɪt",,v.委派 n.代表,专四
elicit,ɪ'lɪsɪt,,v.使发出；引出,专四
emergence,ɪ'mɝdʒəns,,n.冒出；涌现,专四
extraterrestrial,'ɛkstrətə'rɛstrɪəl,,a.地球外的，地球大气圈外的;n. 外星人,专四
fidgety,'fɪdʒɪti,,a.坐立不安的，烦躁不安的,专四
lizard,'lɪzɚd,,n.蜥蜴,专四
paranormal,'pærə'nɔrml,,a.超自然的；不平常的,专四
recollect,'rɛkə'lɛkt,,v.使想起,专四
restrain,rɪ'stren,,v.抑制，遏制,专四
scramble,'skræmbl,,v.爬，攀登,专四
secretion,sɪ'kriʃən,,n.分泌；分泌物,专四
spectator,'spɛktetɚ,,n.观众,专四
spouse,spaʊs,,n.配偶，夫妻,专四
taboo,tə'bu,,n.禁忌；禁止,专四
totemic,təu'temik,,a.图腾的；有图腾的,专四
trigger,'trɪɡɚ,,n.vt.扣…的扳机,专四
utilize,'juːtəlaɪz,,v.利用；使用,专四
address,ə'drɛs,,v.写名字地址,专四
ailment,'elmənt,,n.小病,专四
animated,'ænə'metɪd,,a.栩栩如生的,专四
annoying,ə'nɔɪɪŋ,,a.恼人的,专四
application,ˌæpləˈkeʃən,,n.应用,专四
approachable,ə'protʃəbl,,a.容易接近的，友善的,专四
available,ə'veləbl,,a.可得到的,专四
battery,'bæt(ə)rɪ,,n.电池,专四
blank,blæŋk,,a.空白的；空虚的；单调的,专四
breach,britʃ,,n.破坏，违反,专四
buzz,bʌz,,v.发出嘈杂的谈话声,专四
caution,'kɔʃən,,n.注意（事项）,专四
cease,sis,,v.停止，终止,专四
characteristic,",kærəktə'rɪstɪk",,n.特征,专四
claim,klem,,v.要求（拥有）,专四
conducive,kən'dusɪv,,a.有益于...的,专四
consult,kən'sʌlt,,v.请教,专四
corrupt,kə'rʌpt,,a.腐败的，贪污的；堕落的vt.使出错，破坏,专四
crucial,'krʊʃəl,,a.至关重要的,专四
curb,kɝb,,n.路缘vt.控制；勒住,专四
cursor,'kɝsɚ,,n.光标,专四
deceive,dɪ'siv,,v.欺骗；行骗,专四
delicate,ˈdɛlɪkɪt,,a.微妙的；精美的;脆弱的,专四
disclose,dɪs'kloz,,v.公开；揭露,专四
doze,doz,,v.瞌睡,专四
enclose,ɪn'kloz,,v.附入,专四
entity,'ɛntəti,,n.实体,专四
erase,ɪ'res,,v.清除,专四
evade,ɪ'ved,,v.逃避；规避；逃脱,专四
execute,'ɛksɪkjut,,v.实行；执行；处死,专四
exhaustion,ɪg'zɔstʃən,,n.耗尽，疲惫,专四
exhaustive,ɪg'zɔstɪv,,a.无遗漏的，详尽的,专四
faculty,'fæklti,,n.全体教员,专四
fertilizer,'fɝtəlaɪzɚ,,n.肥料,专四
file,faɪl,,n.文件,专四
gasp,ɡæsp,,v.倒抽气,专四
gossip,'ɡɑsɪp,,n.流言飞语,专四
impose,ɪm'poz,,v.利用；欺骗；施加影响,专四
infinite,'ɪnfɪnət,,a.无限的,专四
insult,ɪn'sʌlt,,v.侮辱,专四
load,lod,,n.负荷,专四
mechanical,mɪ'kænɪkəl,,a.机械的,专四
monarchy,'mɑnɚki,,n.君主制，君主政体,专四
monsoon,",mɑn'sun",,n.雨季;季风,专四
preinstall,'pri:ɪn'stɔ:l,,vt.预装,专四
proprietor,prə'praɪətɚ,,n.所有者，经营者,专四
receipt,rɪ'sit,,n.收据,专四
rehearse,rɪ'hɝs,,v.彩排，预演,专四
release,rɪ'lis,,v.发布，发行;释放,专四
reliability,"rɪ,laɪə'bɪləti",,n.可靠性,专四
render,'rɛndɚ,,v.给予，提供,专四
resolutely,"'rɛzə,lʊtli",,ad.坚决地,专四
respectable,rɪ'spɛktəbl,,a.值得尊敬的；人格高尚的,专四
safe,sef,,n.保险箱,专四
scorn,skɔrn,,n.轻蔑vt.轻蔑；藐视,专四
seal,sil,,v.（密）封,专四
seize,siz,,v.up（机器等）卡住,专四
shield,ʃild,,n.防护物，盾牌,专四
slack,slæk,,a.萧条的,专四
slot,slɑt,,n.狭缝；狭槽,专四
spite,spaɪt,,n.恶意，怨恨,专四
suspending,sə'spɛnd,,v.延迟,专四
suspension,sə'spɛnʃən,,"n.暂令,停止，停学，停赛等",专四
tactic,'tæktɪk,,n.把戏；战术；策略，战略,专四
tailor,'telɚ,,v.使适应（特定需要）,专四
tape,tep,,v.系，捆,专四
tenant,'tɛnənt,,n.承租人；房客；佃户,专四
tip,tɪp,,n.小费 v.给....小费,专四
typify,'tɪpɪfaɪ,,v.作为...的典型,专四
undertaking,'ʌndɚ'tekɪŋ,,n.工作，任务,专四
virtually,ˈvɜrtʃuəli,,ad.几乎,专四
warranty,'wɔrənti,,n.保证；担保；保修单,专四
wholesome,'holsəm,,a.有益健康的,专四
abstract,'æbstrækt,,a.抽象的,专四
accompany,ə'kʌmpəni,,v.陪伴，陪同,专四
appeal,ə'pil,,v.吸引；呼吁,专四
appearance,ə'pɪrəns,,n.外貌，外表,专四
assembly,ə'sɛmbli,,n.组装,专四
associate,ə'soʃɪet,,v.使有联系,专四
attendant,ə'tɛndənt,,n.服务人员,专四
authentic,ɔ'θɛntɪk,,a.真实的,专四
blare,blɛr,,v.发出响而刺耳的声音,专四
bracket,'brækɪt,,n.括号,专四
bugle,'bjuɡl,,n.冲锋号,专四
canal,kə'næl,,n.运河，沟渠,专四
cautious,'kɔʃəs,,a.谨慎的,专四
considerate,kənˈsɪdərɪt,,a.体贴的，为他人考虑的,专四
convince,kən'vɪns,,"v.使信服,使相信",专四
cruise,krʊz,,v.航游，巡航,专四
descend,dɪ'sɛnd,,v.（夜色，黑暗）降临,专四
detention,dɪ'tɛnʃən,,n.拘留,专四
discrimination,"dɪ,skrɪmɪ'neʃən",,n.歧视,专四
dread,drɛd,,n.担忧，畏惧,专四
dwell,dwɛl,,v.居住,专四
dwelling,'dwɛlɪŋ,,n.住宅,专四
eternal,ɪ'tɝnl,,a.永久的,专四
extrovert,",ɛkstrə'vɝt",,n.性格外向的人,专四
flute,flut,,n.长笛,专四
funk,fʌŋk,,n.乡土音乐,专四
gesture,'dʒɛstʃɚ,,v.做手势,专四
ghetto,'ɡɛto,,n.贫民区,专四
headquarters,'hɛdkwɔrtɚz,,n.总部,专四
herculean,",hə:kju'li:ən; hə'ku:liən",,a.艰巨的,专四
hieroglyphics,",haɪərə'ɡlɪfɪks",,n.象形字,专四
