before,bɪ'fɔr,,在⋯⋯之前,人教小学六年级
drank,dræŋk,,喝,人教小学六年级
show,ʃo,,演出,人教小学六年级
magazine,'mæɡəzin,,杂志,人教小学六年级
better,'bɛtɚ,,更好的,人教小学六年级
faster,'fastə,,更快的,人教小学六年级
hotel,ho'tɛl,,旅馆,人教小学六年级
fixed,fɪkst,,修理,人教小学六年级
broken,'brokən,,破损的,人教小学六年级
lamp,læmp,,台灯,人教小学六年级
loud,laʊd,,大声的,人教小学六年级
enjoy,ɪn'dʒɔɪ,,享受⋯⋯的乐趣,人教小学六年级
stay,ste,,暂住,人教小学六年级
went,wɛnt,,去,人教小学六年级
camp,kæmp,,野营,人教小学六年级
went camping,,,去野营,人教小学六年级
fish,fɪʃ,,钓鱼,人教小学六年级
went fishing,,,去钓鱼,人教小学六年级
rode,rod,,骑,人教小学六年级
hurt,hɝ​t,,受伤,人教小学六年级
ate,ɛt; et,,吃,人教小学六年级
took,tʊk,,拍照,人教小学六年级
took pictures,,,照相,人教小学六年级
bought,bɔt,,买,人教小学六年级
gift,ɡɪft,,礼物,人教小学六年级
fell,fɛl,,摔倒,人教小学六年级
off,ɔf,,落下,人教小学六年级
Labour Day,,,劳动节,人教小学六年级
mule,mjul,,骡子,人教小学六年级
Turpan,'tuə'pɑ:n,,吐鲁番,人教小学六年级
could,kəd; kʊd,,能,人教小学六年级
till,tɪl,,直到,人教小学六年级
beach,bitʃ,,沙滩,人教小学六年级
basket,'bæskɪt,,篮子,人教小学六年级
part,pɑrt,,角色,人教小学六年级
licked,lɪk,,舔,人教小学六年级
laughed,'lɑ:ft,,笑,人教小学六年级
dining hall,,,饭厅,人教小学六年级
grass,ɡræs,,草坪,人教小学六年级
gym,dʒɪm,,体育馆,人教小学六年级
ago,ə'ɡo,,以前,人教小学六年级
cycling,'saɪklɪŋ,,骑自行车运动,人教小学六年级
go cycling,,,去骑自行车,人教小学六年级
ice-skate,'aisskeit,,滑冰,人教小学六年级
badminton,'bædmɪntən,,羽毛球运动,人教小学六年级
star,stɑr,,星,人教小学六年级
easy,'izi,,容易的,人教小学六年级
look up,,,查阅,人教小学六年级
Internet,'ɪntɚnɛt,,互联网,人教小学六年级
different,'dɪfrənt,,不同的,人教小学六年级
active,'æktɪv,,活跃的,人教小学六年级
race,res,,赛跑,人教小学六年级
nothing,'nʌθɪŋ,,没有什么,人教小学六年级
thought,θɔt,,想,人教小学六年级
felt,fɛlt,,感觉,人教小学六年级
cheetah,'tʃitə,,猎豹,人教小学六年级
trip,trɪp,,绊倒,人教小学六年级
woke,wok,,醒,人教小学六年级
dream,drim,,梦,人教小学六年级
straight,stret,,笔直的,人教小学六年级
right,raɪt,,右,人教小学六年级
ask,æsk,,问,人教小学六年级
sir,sɝ,,先生,人教小学六年级
interesting,'ɪntrəstɪŋ,,有趣的,人教小学六年级
Italian,ɪˈtæljən,,意大利的,人教小学六年级
restaurant,ˈrestərənt; rɛstərənt,,餐馆,人教小学六年级
pizza,'pitsə,,比萨饼,人教小学六年级
street,strit,,大街,人教小学六年级
get,ɡɛt,,到达,人教小学六年级
GPS,,,全球（卫星）,人教小学六年级
gave,ɡev,,提供,人教小学六年级
feature,'fitʃɚ,,特点,人教小学六年级
follow,'fɑlo,,跟着,人教小学六年级
far,fɑr,,较远的,人教小学六年级
tell,tel,,告诉,人教小学六年级
