word,phonetic,pos,definition,source
aid,eɪd,v.,援助，帮助 n. 1. 援助，帮助，救护 2. 助手，辅助物,CET6_edited
air-condition,ˈeәkәnˌdiʃən,v.,设以空调设备，用空调调节,CET6_edited
aisle,aɪl,,n.,CET6_edited
aisle,aɪl,,(教堂、戏院等的)通道，走廊,CET6_edited
alarm,əˈlɑːm,n.,1. 警报 2. 惊恐 v. 1. 向…报警，使警觉  2. 使惊恐,CET6_edited
album,ˈælbəm,n.,照相簿，邮票册,CET6_edited
alcohol,ˈælkəhɒl,n.,乙醇，酒精,CET6_edited
alert,əˈlɜːt,adj.,1. 警惕的，警觉的 2. 敏捷的，灵活的  n. 警报 ||on the alert (for)警惕着，对…保持戒备(状态)  v. 向…发出警报,CET6_edited
alien,ˈeɪlɪən,n.,外侨，外国人 adj. 1. 外国的，异邦的 2. 敌对的,CET6_edited
alienate,ˈeɪlɪəneɪt,v.,使疏远，离间,CET6_edited
allege,əˈledʒ,,v.,CET6_edited
allege,əˈledʒ,,(在提不出证明的情况下)断言，声称,CET6_edited
alleviate,əˈliːvɪeɪt,v.,缓和，减轻(痛苦等),CET6_edited
alliance,əˈlaɪəns,n.,同盟，联盟,CET6_edited
allocate,ˈæləkeɪt,v.,分配，配给,CET6_edited
alloy,ˈælɔɪ,n.,合金,CET6_edited
alter,ˈɔːltə,v.,变动,CET6_edited
alternate,ɔːlˈtɜːnət,adj.,交替的，轮流的，交错的  [ˈɔːltəneɪt] v.,CET6_edited
alternate,ɔːlˈtɜːnət,,(使)交替，(使)轮流,CET6_edited
alternative,ɔːlˈtɜːnətɪv,adj.,1. 两者(或两者以上)选一的，另一可供选择的 2. 选择性的 n. 1. 取舍，抉择 2. 替换物，可供选择的方法,CET6_edited
ambiguous,æmˈbɪɡjʊəs,adj.,模棱两可的，意义不明确的,CET6_edited
ambition,æmˈbɪʃən,n.,1. 志向，抱负，雄心 2. 野心，奢望,CET6_edited
ambitious,æmˈbɪʃəs,adj.,1. 有雄心的，野心勃勃的 2. 劲头十足的,CET6_edited
amend,əˈmend,v.,修改，修正，改进,CET6_edited
ammunition,ˌæmjʊˈnɪʃən,n.,弹药,CET6_edited
amplify,ˈæmplɪfaɪ,v.,1. 详述，详加解说 2. 放大(声音等)，增强(音量),CET6_edited
analogy,əˈnælədʒɪ,n.,1. 相似，类似 2. 类推，类比，比拟,CET6_edited
analyse,ˈænәlaiz,v.,分析，细察，分解,CET6_edited
analysis,əˈnæləsɪs,,(pl analyses) n. 分析，分解 || in the last (final) analysis归根结底，总而言之,CET6_edited
ancestor,ˈænsestə,n.,祖先，祖宗,CET6_edited
ancient,ˈeɪnʃənt,adj.,古代的，古老的，古式的,CET6_edited
annoy,əˈnɔɪ,v.,1. 使烦恼，使生气 2. 打搅,CET6_edited
annual,ˈænjʊəl,adj.,每年的，年度的,CET6_edited
anonymous,əˈnɒnɪməs,adj.,无名的，不具名的,CET6_edited
anticipate,ænˈtɪsɪpeɪt,v.,1. 预期，预料，期待 2. 抢先行动，先发制人 3. 预先考虑到，料到…并采取行动,CET6_edited
anxiety,æŋˈzaɪətɪ,n.,1. 忧虑，担心，焦虑 2. 渴望，热望,CET6_edited
apartment,əˈpɑːtmənt,n.,1. 一套房间 2. 一套公寓房间,CET6_edited
apology,əˈpɒlədʒɪ,n.,1. 道歉，认错，谢罪 2.,CET6_edited
apology,əˈpɒlədʒɪ,,(为信仰等的)辩解,CET6_edited
apparatus,ˌæpəˈreɪtəs,,"(pl apparatus,",CET6_edited
apparatus,ˌæpəˈreɪtəs,,apparatuses) n. 器械，设备,CET6_edited
appeal,əˈpiːl,n.,1. 感染力，吸引力 2. 恳求，呼吁 3. 上诉,CET6_edited
appearance,əˈpɪərəns,n.,1. 出现，出场，露面 2. 外貌，外观，外表,CET6_edited
appease,əˈpiːz,v.,使满足，平息，抚慰,CET6_edited
appendix,əˈpendɪks,,(pl appendixes appendices)  n. 1. 附录 2. 末尾 3. 阑尾,CET6_edited
applaud,əˈplɔːd,v.,1. 鼓掌，欢迎，欢呼 2. 赞成，称赞,CET6_edited
appliance,əˈplaɪəns,n.,器具，机械，装置,CET6_edited
application,ˌæplɪˈkeɪʃən,n.,1. 请求，申请，申请表  2. 应用，适用，运用  3. 施用，敷用药等,CET6_edited
apply,əˈplaɪ,v.,1. 申请，请求 2. 应用，施用，运用 3. 适用,CET6_edited
appraisal,əˈpreɪzəl,n.,评定，鉴定，评价,CET6_edited
approach,əˈprəʊtʃ,v.,1. 靠近，接近 2. 与…打交道  3. 探讨，看待，处理 n. 1. 靠近，接近 2. 探讨，态度，方法,CET6_edited
appropriate,əˈprəʊprɪɪt,adj.,适合的，适宜的,CET6_edited
approve,əˈpruːv,v.,1. 批准，通过 2. 赞成，称许,CET6_edited
apt,æpt,adj.,1. 恰当的，贴切的 2. 易于…的,CET6_edited
arc,ɑːk,n.,弧线，弧形,CET6_edited
arena,əˈriːnə,n.,1.,CET6_edited
arena,əˈriːnə,,(古罗马圆形剧场中央的)竞技场地，竞技场 2. 活动场所，竞争场所,CET6_edited
argue,ˈɑːɡjuː,v.,辩论，争论,CET6_edited
armor,ˈɑːmә,n.,盔甲，潜水服，装甲 v. 为……装甲,CET6_edited
arouse,əˈraʊz,v.,1. 唤醒  2. 唤起，激起，引起(注意、同情、嫉妒、怀疑等),CET6_edited
arrange,əˈreɪndʒ,v.,1. 整理，分类，排列 2. 筹备，安排  3. 商妥，商定,CET6_edited
arrangement,əˈreɪndʒmənt,n.,1. 整理，排列，布置 2. 安排，准备，筹备 3. 商定,CET6_edited
array,əˈreɪ,n.,1. 展示，陈列 2. 排列整齐的一队人，一长列(物品) 3.,CET6_edited
array,əˈreɪ,,(特殊场合穿的)盛装,CET6_edited
arrest,əˈrest,v.,1. 逮捕，拘留，扣留 2. 抓住，吸引 3. 阻止，阻碍，抑制,CET6_edited
arrogant,ˈærəɡənt,,adj·傲慢无礼的，骄傲自大的,CET6_edited
artery,ˈɑːtərɪ,n.,1. 动脉 2. 干线，要道(道路、铁路等),CET6_edited
articulate,ɑːˈtɪkjʊlɪt,v.,1. 清楚明白地表 2. 用关节连接,CET6_edited
artificial,ˌɑːtɪˈfɪʃəl,adj.,1. 人造的，人工的 2. 假装的，不自然的,CET6_edited
artillery,ɑːˈtɪlərɪ,n.,大炮，炮兵部队,CET6_edited
ascend,əˈsend,v.,登高，上升，升高,CET6_edited
ascertain,ˌæsəˈteɪn,v.,发现，查明，确定,CET6_edited
ascribe,əˈskraɪb,v.,把…归因于，认为…是某人所做,CET6_edited
aspect,ˈæspekt,n.,1. 方面 2. 面貌，外表,CET6_edited
aspiration,ˌæspɪˈreɪʃən,n.,渴望，志向，抱负,CET6_edited
assassination,әˌsæsiˈneiʃәn,n.,暗杀，行刺,CET6_edited
assault,əˈsɔːlt,n.,猛烈地攻击，突击，突袭 v. 1. 突击，袭击 2. 殴打 3. 强奸,CET6_edited
assemble,əˈsembl,v.,1. 聚集，集合 2. 装配(机器等),CET6_edited
assert,əˈsɜːt,v.,1. 宣称，断言 2. 维护，坚持(权利等),CET6_edited
assess,əˈses,v.,评估(价值或数额)，评定，核定,CET6_edited
asset,ˈæset,n.,1. 资产，财产 2. 有价值的特性(技能),CET6_edited
assign,əˈsaɪn,v.,1. 分配  (房屋、土地、工作、任务等) 2. 指定(时间、地点等) 3. 委派，指派,CET6_edited
assignment,əˈsaɪnmənt,n.,1. 分配，委派 2.,CET6_edited
assignment,əˈsaɪnmənt,,(分派)的任务，指定的(课外)作业,CET6_edited
assimilate,əˈsɪməleɪt,v.,1. 消化，吸收(食物、思想等)  2. 使…同化,CET6_edited
assistance,əˈsɪstəns,n.,援助，帮助,CET6_edited
associate,əˈsəʊʃɪeɪt,v.,1. 结交，交往 2. 使联合 3. 联想  [əˈsəʊʃɪət] n. 同事，同伴,CET6_edited
association,əˌsəʊsiˈeɪʃən,n.,1. 联合，联盟 2. 联想 3. 协会，社团,CET6_edited
assume,əˈsjuːm,v.,1. 假定，设想 2. 承担，接受 3. 装出，佯作 || assuming that…  假定…,CET6_edited
assumption,əˈsʌmpʃən,n.,1. 假定，假设 2. 假装,CET6_edited
assurance,əˈʃʊərəns,n.,1. 担保，保证 2. 肯定，确信 3. 自信,CET6_edited
assure,əˈʃʊə,v.,1. 使确信，使放心，向…保证 2. 保障,CET6_edited
athlete,ˈæθliːt,n.,运动员,CET6_edited
atlas,ˈætləs,n.,地图册,CET6_edited
atmosphere,ˈætməsfɪə,n.,1. 空气 2. 大气，大气层 3. 气氛，环境,CET6_edited
attach,əˈtætʃ,v.,1. 缚，系，贴 2. 参加(党派) 3. 把(重点等)放在,CET6_edited
attack,əˈtæk,n.,攻击，进攻，攻打 v. 攻击，进攻，侵袭,CET6_edited
attain,əˈteɪn,v.,1. 达到，完成，获得，实现 2. 到达，至,CET6_edited
attempt,əˈtempt,v.,试做，尝试，企图  n. 1. 尝试，企图 2. 试做的事，未成功的事 3. 攻击，侵害,CET6_edited
attendant,əˈtendənt,n.,1. 侍者，服务员 2. 护理员,CET6_edited
attitude,ˈætɪtjuːd,n.,1. 态度，看法 2. 姿势,CET6_edited
attract,əˈtrækt,v.,1. 引起…的注意(兴趣)  2. 吸引,CET6_edited
attractive,əˈtræktɪv,adj.,有吸引力的，诱人的，令人愉快的,CET6_edited
auction,ˈɔːkʃən,n.,拍卖  v. 以拍卖方式出售，拍卖,CET6_edited
audience,ˈɔːdɪəns,n.,1. 听众，观众 2. 接见，会见,CET6_edited
authentic,ɔːˈθentɪk,adj.,真正的，真迹的，原作的，正宗的,CET6_edited
author,ˈɔːθə,n.,1. 著者，作家 2. 创造者，创始人，发起人,CET6_edited
authoritative,ɔːˈθɒrətətɪv,adj.,具权威性的，可信赖的,CET6_edited
authority,ɔːˈθɒrətɪ;,n.,1. 权，权力 2. 权威 3.,CET6_edited
authority,ɔːˈθɒrətɪ;,,(pl art)当局，官方 4. 职权，权限,CET6_edited
authorize,ˈɒːθәraiz,v.,授权，批准，委托,CET6_edited
autonomous,ɔːˈtɒnəməs,adj.,自治的，自主的，有自治权的,CET6_edited
autonomy,ɔːˈtɒnəmɪ,n.,自治，自治权,CET6_edited
avail,əˈveɪl,v.,利用,CET6_edited
available,əˈveɪləbl,adj.,可用的，可得到的,CET6_edited
avert,əˈvɜːt,v.,1. 防止，避免 2. 移开(目光)，避开不看,CET6_edited
aviation,ˌeɪvɪˈeɪʃən,n.,航空，航空学,CET6_edited
avoid,əˈvɔɪd,v.,避免，回避，躲开,CET6_edited
award,əˈwɔːd,v.,授予，给以奖励 n. 奖品,CET6_edited
aware,əˈweə,adj.,知晓，察觉，意识到,CET6_edited
awkward,ˈɔːkwəd,adj.,1. 笨拙的，不熟练的 2. 使用不便的 3. 尴尬的 4. 难应付的，难  处理的,CET6_edited
axis,ˈæksɪs,n.,1. 轴，轴心  2. 轴线,CET6_edited
background,ˈbækɡraʊnd,n.,1. 背景 2. 个人的背景资料,CET6_edited
bacteria,bækˈtɪərɪə,n.,细菌,CET6_edited
ballet,ˈbæleɪ,n.,芭蕾舞(曲、剧、团),CET6_edited
bamboo,bæmˈbuː,n.,竹子，竹竿,CET6_edited
band,bænd,n.,1. 一帮，一伙(人)  2. 乐队 3. 带，带形物，箍  4. 镶边，嵌条 5.,CET6_edited
band,bænd,,(收音机)波段，频带 v. 1. 用带绑扎 2. 联合,CET6_edited
bandage,ˈbændɪdʒ,n.,绷带  v. 用绷带包扎,CET6_edited
bang,bæŋ,v.,1. 猛撞，猛敲 2. 砰的关上(门等) 3. 发出砰的一声 n. 1. 猛击 2. 砰的一响,CET6_edited
banquet,ˈbæŋkwɪt,n.,宴会 v. 宴请，参加宴会,CET6_edited
barely,ˈbeəlɪ,adv.,勉强，好容易才,CET6_edited
bargain,ˈbɑːɡɪn,v.,议价，讨价还价  n. 1. 廉价货 2. 合同，协议 3. 交易 || drive a bargain讨价还价,CET6_edited
barren,ˈbærən,adj.,1.,CET6_edited
barren,ˈbærən,,(土地)贫瘠的 2. 不孕的，不育的，不结果实的 3. 无用的，无效果的，无实际内容的,CET6_edited
barricade,ˌbærɪˈkeɪd,n.,路障，街垒 v. 设路障，封闭，拦阻,CET6_edited
barrier,ˈbærɪə,n.,1. 栅栏，篱笆 2. 障碍，障碍物,CET6_edited
basis,ˈbeɪsɪs,,(pl bases) n. 基础，根据  || on the basis of  根据,CET6_edited
batch,bætʃ,n.,一批，一组，一群,CET6_edited
batter,ˈbætə,v.,1. 连续猛击，炮击 2. 打烂，用旧,CET6_edited
beam,biːm,n.,1. 梁 2.,CET6_edited
beam,biːm,,(日光、灯光等)(一)道，(一)束 v. 1. 微笑 2. 发光,CET6_edited
beforehand,bɪˈfɔːhænd,adv.,预先，事先,CET6_edited
behave,bɪˈheɪv,v.,举动，表现，检点(自己的行为) || Behave yourself! 放规矩点!,CET6_edited
behavior,biˈheivjә,n.,行为，举止,CET6_edited
belly,ˈbelɪ,n.,1. 腹部 2. 胃部,CET6_edited
beneficial,ˌbenɪˈfɪʃəl,adj.,有益的，有好处的,CET6_edited
benefit,ˈbenɪfɪt,n.,1. 利益，好处 2. 恩惠 3. 津贴，救济金，保险赔偿费 v. .有益于,CET6_edited
betray,bɪˈtreɪ,v.,1. 背叛，出卖 2. 辜负，不忠于 3. 泄露(秘密等),CET6_edited
bewilder,bɪˈwɪldə,v.,迷惑，把…弄糊涂,CET6_edited
beyond,bɪˈjɒnd,prep.,1. 在…之外，在…的更远处 2. 到…以后，晚于 3. 超出(能力，范围等) 4. 除了…之外,CET6_edited
bibliography,ˌbɪblɪˈɒɡrəfɪ,n.,书目，目录，参考书目,CET6_edited
biography,baɪˈɒɡrəfɪ,n.,1. 传记 2. 传记文学,CET6_edited
bizarre,bɪˈzɑː,adj.,古怪的，怪诞的,CET6_edited
blank,blæŋk,adj.,1. 空白的 2. 空虚的，单调的 3. 茫然的 4. 失色的，没有表情的 5. 无韵脚的 n. 空白，空格，空页,CET6_edited
blaze,bleɪz,n.,1. 火，火焰 2. 光辉，灿烂 3. 迸发，爆发 v. 1. 燃烧，冒火焰 2. 发光，放光彩 3. 发怒,CET6_edited
bleed,bliːd,v.,1. 出血，流血 2. 悲痛，同情,CET6_edited
blink,blɪŋk,v.,1.,CET6_edited
blink,blɪŋk,,(星星)闪烁 2.,CET6_edited
blink,blɪŋk,,(眼睛)眨眼,CET6_edited
blossom,ˈblɒsəm,n.,花，开花的状态 v. 1. 开花 2. 发展，繁荣，成长,CET6_edited
blunder,ˈblʌndə,n.,错误 v. 弄错，犯大错,CET6_edited
blunt,blʌnt,adj.,1. 钝的，不锋利的 2.,CET6_edited
blunt,blʌnt,,(举止言谈等)生硬的，直率的，不拐弯抹角的 3.,CET6_edited
blunt,blʌnt,,(感觉、理解方面)迟钝的 v. 把…弄钝，把…弄迟钝,CET6_edited
blur,blɜː,n.,模糊不清的事物 v. 使模糊，使看不清楚,CET6_edited
blush,blʌʃ,n.,脸红 v. 感到羞愧,CET6_edited
bonus,ˈbəʊnəs,n.,额外给予的东西，奖金，红利,CET6_edited
booklet,ˈbʊklɪt,n.,小册子,CET6_edited
booth,buːð,n.,1.,CET6_edited
booth,buːð,,(有篷的)货摊 2.,CET6_edited
booth,buːð,,(AmE)公用电话亭 3.,CET6_edited
booth,buːð,,(隔开的)小间,CET6_edited
border,ˈbɔːdə,n.,1. 边界，国境，边境地区 2. 边，缘，边沿  3. 滚边  v. 接界,CET6_edited
bounce,ˈbaʊns,v.,1.,CET6_edited
bounce,ˈbaʊns,,(球)反跳，弹起 2.,CET6_edited
bounce,ˈbaʊns,,(人)跳(起) 3. 拍(球)，使跳回 4. 使撞击  n. 1. 弹(力)  2. 跳跃，跳动,CET6_edited
bowel,ˈbauәl,n.,1. 肠，内脏 2. 内部，深处 v. 挖……的内脏,CET6_edited
boycott,ˈbɔɪkɒt,v.,&n.,CET6_edited
boycott,ˈbɔɪkɒt,,(联合)抵制,CET6_edited
brace,breɪs,n.,1. 支柱，支架 2. 一双，一对 3. 大括号{}的前半或后 4.,CET6_edited
brace,breɪs,,(pl BrE)(裤子)背带=(AmE) suspenders v. 1. 拉紧，系紧 2. 支住，撑牢  3. 激励，振奋  4. 打起精神，下定决心,CET6_edited
bracket,ˈbrækɪt,n.,1. 架子  2.,CET6_edited
bracket,ˈbrækɪt,,(pl)括号,CET6_edited
brand,brænd,n.,1. 商标，牌子 2. 烙印， 标记 v. 在…上打烙印，在…上打印记,CET6_edited
breach,briːtʃ,n.,1. 违反， 不履行 2. 绝交， 不和 3. 破洞，裂缝 v. 冲破，攻破,CET6_edited
breakdown,ˈbreikdaun,n.,崩溃，故障,CET6_edited
breakthrough,ˈbreɪkθruː,n.,1.,CET6_edited
breakthrough,ˈbreɪkθruː,,(敌方防卫线的)突破 2. 重大发现,CET6_edited
breed,briːd,n.,品种，种类 v. 1. 繁殖， 育种 2. 饲养 3. 养育，培养，教养,CET6_edited
brew,bruː,v.,1. 酿造(啤酒) 2. 泡(茶)，煮(咖啡) 3. 酝酿 n. 1. 酿造物 2.,CET6_edited
brew,bruː,,(酿造饮料的)质量，品味,CET6_edited
bribe,braɪb,n.,贿赂 v. 贿赂，收买,CET6_edited
brief,briːf,adj.,1. 简短的，简洁的 2. 短暂的 n. 概要，摘要，短文 || in brief简而言之,CET6_edited
brilliant,ˈbrɪlɪənt,adj.,1. 光辉的，辉煌的 2. 卓越的，聪颖的,CET6_edited
brink,brɪŋk,n.,1.,CET6_edited
brink,brɪŋk,,(峭壁顶上的)边缘，(河流等的)边沿，边 2. 边缘 || on the brink of …濒临，正要…之际,CET6_edited
brisk,brɪsk,adj.,1. 活跃的，轻快的 2.,CET6_edited
brisk,brɪsk,,(天气等)清新的，令人爽快的 3. 兴旺的，生气勃勃的 v. 1. 使活泼，使活跃，兴旺 2. 活泼起来，兴旺起来,CET6_edited
bronze,brɒnz,n.,1. 青铜，古铜 2. 青铜制(艺术)品 3. 青铜色  v.,CET6_edited
bronze,brɒnz,,(使)变成青铜色,CET6_edited
brood,bruːd,n.,1.,CET6_edited
brood,bruːd,,(鸡等)一窝，同窝幼鸟 2.,CET6_edited
brood,bruːd,,"(同类或同种的)一伙，一组(事物) v. 1. 孵(蛋),孵出 2. 盘算，细想，沉思",CET6_edited
bruise,bruːz,n.,1.,CET6_edited
bruise,bruːz,,(人体、水果或植物等碰撞后产生的)青肿或伤痕 2.,CET6_edited
bruise,bruːz,,(感情等方面)挫伤 v. 1. 使(皮肉)青肿，碰伤(水果、植物等) 2. 碾碎，捣烂(水果等)  3. 挫伤(感情等),CET6_edited
brutal,ˈbruːtəl,adj.,残忍的，兽性的,CET6_edited
buck,bʌk,n.,雄鹿，雄兔  adj. 雄的,CET6_edited
bud,bʌd,n.,1. 芽，萌芽状态 2. 蓓蕾,CET6_edited
budget,ˈbʌdʒɪt,n.,1. 预算 2. 金额，预算拨款 v. 编制预算，安排开支,CET6_edited
bug,bʌɡ,n.,1. 小虫 2. 病菌 3. 窃听器 4.,CET6_edited
bug,bʌɡ,,(电脑等的)故障 v. 1. 装窃听器 2. 不断地烦扰，纠缠,CET6_edited
bulk,bʌlk,n.,容量，体积，数量,CET6_edited
bull,bʊl,n.,公牛 adj. 1. 公的，雄的 2. 哄抬价格的，行情上涨的  v. 1. 强行(使) …通过 2. 从事投机使(证券等)价格上涨,CET6_edited
bulletin,ˈbʊlətɪn,n.,公报，公告,CET6_edited
bully,ˈbʊlɪ,v.,欺侮，强迫… (做某事) n. 恃强凌弱的人,CET6_edited
bump,bʌmp,v.,1. 碰撞 2. 撞击 3. 颠簸地行驶 n. 1. 碰撞 2. 肿块,CET6_edited
burden,ˈbɜːdən,n.,担子，负担,CET6_edited
bureaucracy,bjʊəˈrɒkrəsɪ,n.,1. 官僚制度，官僚体制 2. 官僚作风,CET6_edited
burial,ˈberɪəl,n.,埋葬，葬礼,CET6_edited
buzz,bʌz,n.,1. 嗡嗡声 2. 嘈杂声 v. 1. 发出嗡嗡声 2. 发出嘈杂声,CET6_edited
bypass,ˈbaɪpɑːs,,n.,CET6_edited
bypass,ˈbaɪpɑːs,,(绕过市镇的)旁道，迂回道  v. 绕过，回避,CET6_edited
cabin,ˈkæbɪn,n.,1.,CET6_edited
cabin,ˈkæbɪn,,(简陋的)小屋 2. 船舱，机舱,CET6_edited
cabinet,ˈkæbɪnɪt,n.,1. 橱柜  2. 内阁,CET6_edited
cable,ˈkeɪbl,n.,1. 缆，索，钢丝绳 2. 电缆，海底电缆，海底电报 v. .拍(海底)电报,CET6_edited
cafeteria,ˌkæfəˈtɪərɪə,n.,自助餐厅,CET6_edited
calcium,ˈkælsɪəm,n.,钙,CET6_edited
calorie,ˈkælərɪ,,n.,CET6_edited
calorie,ˈkælərɪ,,(热量单位)卡路里,CET6_edited
