word,phonetic,pos,definition,source
agronomy,əɡˈrɔnəmi,n.,农学，农艺学,GRE_abridged
airtight,ˈeətait,a.,密闭的，不透气的,GRE_abridged
alabaster,ˈæləbɑːstə,a.,雪白的,GRE_abridged
alacrity,əˈlækriti,n.,乐意，欣然；敏捷，活泼,GRE_abridged
albeit,ɔːlˈbiːit,conj.,虽然，尽管,GRE_abridged
albino,ælˈbiːnəu,n.,白化病者，白化变种,GRE_abridged
alchemy,ˈælkimi,n.,炼金术,GRE_abridged
alcove,ˈælkəuv,n.,凹室,GRE_abridged
alias,ˈeiliəs,n.,化名，别名,GRE_abridged
alibi,ˈælibai,n.,某人当时不在犯罪现场的申辩或证明,GRE_abridged
alimentary,ˌæliˈmentəri,a.,饮食的，营养的,GRE_abridged
alliterate,əˈlitəreit,v.,押头韵,GRE_abridged
alluring,əˈljuəriŋ,a.,吸引人的，迷人的,GRE_abridged
almond,ˈɑːmənd,n.,杏树，杏仁,GRE_abridged
alms,ɑːmz,n.,施舍物，救济品,GRE_abridged
aloof,əˈluːf,a.,冷淡的，疏远的,GRE_abridged
altruistic,ˌæltruˈistik,a.,无私的，为他人着想的,GRE_abridged
amalgam,əˈmælɡəm,n.,混合物,GRE_abridged
amateurish,ˌæməˈtəːriʃ,a.,业余爱好的，不熟练的,GRE_abridged
ambidextrous,ˈæmbiˈdekstrəs,a.,十分灵巧的,GRE_abridged
ambience,ˈæmbiəns,n.,环境，气氛,GRE_abridged
ambivalence,æmˈbivələns,n.,矛盾心理,GRE_abridged
ambivalent,æmˈbivələnt,a.,（对人或物）有矛盾看法的,GRE_abridged
amble,ˈæmbl,n./v.,漫步，缓行,GRE_abridged
ambrosial,æmˈbrəuzjəl,a.,芬香的，特别美味的,GRE_abridged
ambulatory,ˈæmbjulətəri,a.,（适宜于）步行的,GRE_abridged
ambush,ˈæmbuʃ,v.,埋伏；伏击,GRE_abridged
ameliorate,əˈmiːljəreit,v.,改善，改良,GRE_abridged
amenity,əˈmiːniti,n.,礼仪；使人感到舒适的事物,GRE_abridged
amethyst,ˈæməθist,n.,紫水晶,GRE_abridged
amiss,əˈmis,adv.,有毛病地，出差错地,GRE_abridged
amity,ˈæməti,n.,（人或国之间的）友好关系,GRE_abridged
amnesia,æmˈniːzjə,n.,健忘症,GRE_abridged
amnesty,ˈæmnesti,n.,大赦，特赦,GRE_abridged
amoral,eiˈmɔrəl,a.,与道德无关的,GRE_abridged
amorphous,əˈmɔːfəs,a.,无定形的,GRE_abridged
amortize,əˈmɔːtaiz,v.,分期偿还,GRE_abridged
amphibian,æmˈfibiən,n.,两栖动物；水陆两用飞行器,GRE_abridged
amplitude,ˈæmplitjuːd,n.,广大，广阔,GRE_abridged
amputate,"ˈæmpju,teit",v.,截肢,GRE_abridged
amulet,ˈæmjulit,n.,护身符,GRE_abridged
anachronistic,"ə,nækrəˈnistik",a.,年代出错的,GRE_abridged
anaerobic,ˌæneiəˈrəubik,a.,厌氧的,GRE_abridged
anagram,ˈænəɡræm,n.,变形词,GRE_abridged
analgesia,ˌænælˈdʒiːzjə,n.,无痛觉，痛觉丧失,GRE_abridged
analgesic,ænælˈdʒiːsik,n.,镇痛剂；a. 止痛的,GRE_abridged
anarchist,ˈænəkist,n.,无政府主义者,GRE_abridged
anarchy,ˈænəki,n.,无政府;政治上的混乱,GRE_abridged
anathema,əˈnæθimə,n.,被诅咒的人；宗教意义的诅咒,GRE_abridged
anatomical,ˌænəˈtɔmikəl,a.,解剖学的,GRE_abridged
ancillary,ænˈsiləri,a.,辅助的；n. 助手,GRE_abridged
anemia,əˈniːmiə,n.,贫血，贫血症,GRE_abridged
anemic,əˈniːmik,a.,贫血的，患贫血症的,GRE_abridged
anesthetic,ˌænisˈθetik,n.,麻醉剂；a. 麻醉的,GRE_abridged
angular,ˈæŋɡjulə,a.,有角的；（指人）瘦削的,GRE_abridged
anhydrous,ænˈhaidrəs,a.,无水的,GRE_abridged
animadvert,ˌænimædˈvəːt,v.,苛责，非难,GRE_abridged
animosity,ˌæniˈmɔsiti,n.,憎恶，仇恨,GRE_abridged
animus,ˈæniməs,n.,敌意，憎恨,GRE_abridged
annals,ˈænəlz,n.,编年史,GRE_abridged
anodyne,ˈænəudain,n.,止痛药,GRE_abridged
anorexia,ˌænə（u）ˈreksiə,n.,厌食症,GRE_abridged
antagonize,ænˈtæɡənaiz,v.,使对抗；与...对抗,GRE_abridged
Antarctic,ænˈtɑːktik,a.,南极的,GRE_abridged
antecedence,æntiˈsiːdəns,n.,居先，优先,GRE_abridged
antecedent,ˌæntiˈsiːdənt,n.,前事；前辈；a. 先行的,GRE_abridged
antedate,"ˈænti,deit",v.,（在信、文件上）写上较早日期；早于,GRE_abridged
antediluvian,ˌæntidiˈluːviən,a.,史前的；陈旧的,GRE_abridged
anterior,ænˈtiəriə,a.,较早的，以前的,GRE_abridged
anthem,ˈænθəm,n.,圣歌；赞美歌，国歌,GRE_abridged
anthology,ænˈθɔlədʒi,n.,诗集，文选,GRE_abridged
anthropoid,ˈænθrəpɔid,a.,像人类的；n. 类人猿,GRE_abridged
anthropologist,ˌænθrəˈpɔlədʒist,n.,人类学家,GRE_abridged
antibody,"ˈænti,bɔdi",n.,抗体（身体中的抗病物质）,GRE_abridged
antic,ˈæntik,a.,古怪的,GRE_abridged
anticipatory,ænˈtisipeitəri,a.,预想的，预期的,GRE_abridged
anticlimax,ˌæntiˈklaimæks,n.,令人扫兴的结局;（演讲）突降法,GRE_abridged
antidote,ˈæntidəut,n.,解毒药,GRE_abridged
antihistamine,ˌæntiˈhistəmi(ː)n,n.,（治疗过敏的）抗组胺剂,GRE_abridged
antipathy,ænˈtipəθi,n.,反感，厌恶,GRE_abridged
antiquated,ˈæntikweitid,a.,陈旧的，过时的,GRE_abridged
antithesis,ænˈtiθisis,n.,对立；相对,GRE_abridged
anvil,ˈænvil,n.,铁砧,GRE_abridged
aorta,eiˈɔːtə,n.,主动脉,GRE_abridged
aphorism,ˈæfərizm,n.,格言,GRE_abridged
apiary,ˈeipjəri,n.,养蜂场，蜂房,GRE_abridged
aplomb,ˈæplɔːŋ,n.,沉着，镇静,GRE_abridged
apocalyptic,əpɔkəˈliptik,a.,预示世界末日的；启示的,GRE_abridged
apocrypha,əˈpɔkrifə,n.,伪经，伪书,GRE_abridged
apocryphal,əˈpɔkrif（ə）l,a.,假冒的，虚假的,GRE_abridged
apogee,ˈæpəudʒiː,n.,远地点,GRE_abridged
apoplectic,ˌæpəuˈplektik,a.,中风的；愤怒的,GRE_abridged
apostasy,əˈpɔstəsi,n.,背教，脱党,GRE_abridged
apostate,əˈpɔstit,n.,背教者；变节者,GRE_abridged
apostrophe,əˈpɔstrəfi,n.,书写中撇号（’）（表示省略或所有格）,GRE_abridged
apothecary,əˈpɔθikəri,n.,药剂师,GRE_abridged
apothegm,ˈæpəuθem,n.,格言，警句,GRE_abridged
apotheosis,"ə,pɔθiˈəusis",n.,神化; 典范,GRE_abridged
apparition,ˌæpəˈriʃən,n.,幽灵，神奇的现象,GRE_abridged
appellation,ˌæpeˈleiʃən,n.,名称，称呼,GRE_abridged
appendage,əˈpendidʒ,n.,附加物,GRE_abridged
appetizer,ˈæpitaizə(r),n.,开胃品,GRE_abridged
appetizing,ˈæpitaiziŋ,a.,美味可口的，促进食欲的,GRE_abridged
apposite,ˈæpəzit,a.,适当的，恰当的,GRE_abridged
appreciable,əˈpriːʃiəbl,a.,明显的，可观的,GRE_abridged
apprehensive,ˌæpriˈhensiv,a.,有眼力的；害怕的,GRE_abridged
apprise,əˈpraiz,v.,通知，告诉,GRE_abridged
approbation,ˌæprəˈbeiʃən,n.,称赞，认可,GRE_abridged
apropos,ˈæprəpəu,a./adv.,适宜的（地）；有关,GRE_abridged
aqueduct,"ˈækwi,dʌkt",n.,引水渠；高架渠,GRE_abridged
aquifer,ˈækwifə,n.,含水土层,GRE_abridged
aquiline,ˈækwilain,a.,鹰的，似鹰的,GRE_abridged
arabesque,ˌærəˈbesk,n.,蔓藤图饰,GRE_abridged
arachnid,əˈræknid,n.,蜘蛛类节肢动物,GRE_abridged
arbiter,ˈɑːbitə,n.,权威人士，泰斗,GRE_abridged
arboreal,ɑːˈbɔːriəl,a.,树木的,GRE_abridged
arboretum,ˌɑːbəˈriːtəm,n.,植物园,GRE_abridged
arcane,ɑːˈkein,a.,神秘的，秘密的,GRE_abridged
archer,ˈɑːtʃə,n.,弓箭手，射手,GRE_abridged
archetype,ˈɑːkitaip,n.,原型；典型例子,GRE_abridged
archipelago,ˌɑːkiˈpeliɡəu,n.,群岛,GRE_abridged
arctic,ˈɑːktik,a.,北极的；极寒的,GRE_abridged
argot,ˈɑːɡəu,n.,隐语，黑话,GRE_abridged
aria,ˈɑːriə,n.,独唱曲，咏叹调,GRE_abridged
armada,ɑːˈmɑːdə,n.,舰队,GRE_abridged
armistice,ˈɑːmistis,n.,休战，停战,GRE_abridged
armory,ˈɑːməri,n.,军械库,GRE_abridged
aromatic,ˌærəuˈmætik,a.,芬芳的，芳香的,GRE_abridged
arraign,əˈrein,v.,传讯; 指责,GRE_abridged
arrant,ˈærənt,a.,完全的，彻底的；极坏的,GRE_abridged
arresting,əˈrestiŋ,a.,显著的，引人注意的,GRE_abridged
arrhythmic,əˈriðmik,a.,无节奏的；不规则的,GRE_abridged
arrogate,ˈærəuɡeit,v.,冒称具有...权利，霸占,GRE_abridged
arroyo,əˈrɔiəu,n.,干涸的河床；小河,GRE_abridged
arsenal,ˈɑːsinl,n.,军械库,GRE_abridged
arson,ˈɑːsn,n.,纵火，放火,GRE_abridged
arthritis,ɑːˈθraitis,n.,关节炎,GRE_abridged
artifacts,ˈɑːtifæks,n.,史前古器物,GRE_abridged
artifice,ˈɑːtifis,n.,巧办法；诡计,GRE_abridged
artistry,ˈɑːtistri,n.,艺术技巧,GRE_abridged
artless,ˈɑːtlis,a.,粗俗的；自然的,GRE_abridged
ascendancy,əˈsendənsi,n.,统治权，支配力量,GRE_abridged
aseptic,æˈseptik,a.,洁净的；无菌的,GRE_abridged
asinine,ˈæsinain,a.,愚笨的,GRE_abridged
askance,əˈskæns,adv.,侧目而视，瞟,GRE_abridged
askew,əsˈkjuː,a.,歪斜的；v. 歪斜，弯曲,GRE_abridged
asparagus,əsˈpærəɡəs,,[植]芦笋，龙须菜（可作蔬菜）,GRE_abridged
aspen,ˈæspən,n.,白杨,GRE_abridged
asperity,æsˈperiti,n.,严酷；粗鲁,GRE_abridged
asphalt,ˈæsfælt,n.,沥青,GRE_abridged
asphyxia,æsˈfiksiə,n.,窒息,GRE_abridged
asphyxiate,æsˈfiksieit,v.,（使）无法呼吸，窒息而死,GRE_abridged
aspirant,əsˈpaiərənt,n.,有抱负者,GRE_abridged
assail,əˈseil,v.,（评论）抨击；猛攻,GRE_abridged
assay,əˈsei,v./n.,试验，测定,GRE_abridged
assent,əˈsent,v.,同意，赞成,GRE_abridged
assertiveness,əˈsəːtivnis,n.,过分自信,GRE_abridged
assoil,əˈsɔil,v.,赦免，释放，补偿，赎,GRE_abridged
assured,əˈʃuəd,a.,自信的；确定的,GRE_abridged
asterisk,ˈæstərisk,n.,星号,GRE_abridged
asthma,ˈæsmə,n.,哮喘症,GRE_abridged
astigmatic,ˌæstiɡˈmætik,a.,散光的，乱视的,GRE_abridged
astringent,əsˈtrindʒənt,a.,止血的，收缩的；n. 收缩剂，止血剂,GRE_abridged
astrolabe,ˈæstrəleib,n.,星盘（古代星位观测仪）,GRE_abridged
astrology,əˈstrɔlədʒi,n.,占星术；占星学,GRE_abridged
asunder,əˈsʌndə(r),a./adv.,分离的；化为碎片,GRE_abridged
asymmetric,æsiˈmetrik,a.,不对称的,GRE_abridged
athletics,æθˈletiks,n.,运动，体育,GRE_abridged
atonal,eiˈtəunl,a.,（音乐）无调的,GRE_abridged
atone,əˈtəun,v.,赎罪，补偿,GRE_abridged
atrophy,ˈætrəfi,n.,萎缩，衰退,GRE_abridged
attenuate,əˈtenjueit,v.,变薄；减弱,GRE_abridged
attest,əˈtest,,（to）v. 证明,GRE_abridged
attire,əˈtaiə,v.,穿着；装饰；n. 好衣服,GRE_abridged
attune,əˈtjuːn,,（to）v. 使调和,GRE_abridged
audacious,ɔːˈdeiʃəs,a.,大胆的；愚勇的,GRE_abridged
audible,ˈɔːdəbl,a.,听得见的,GRE_abridged
auger,ˈɔɡə,n.,螺丝钻，钻孔机,GRE_abridged
augur,ˈɔːɡə,n.,占卜师；v. 占卜,GRE_abridged
augury,ˈɔːɡjuri,n.,预言，征兆，占卜,GRE_abridged
aureole,ˈɔːriəl,n.,日冕，光轮,GRE_abridged
auricular,ɔːˈrikjulə,a.,耳的,GRE_abridged
auspices,ˈɔːspisiz,n.,资助，赞助,GRE_abridged
austere,ɔsˈtiə,a.,朴素的,GRE_abridged
authoritarian,"ɔː,θɔriˈteəriən",n.,独裁主义者；极权主义者,GRE_abridged
autocracy,ɔːˈtɔkrəsi,n.,独裁政府,GRE_abridged
avant-garde,ævəŋˈɡɑːd,n.,（艺术）先锋派,GRE_abridged
aver,əˈvəː,v.,极力声明；断言；确证,GRE_abridged
averse,əˈvəːs,a.,不愿的;反对的,GRE_abridged
aviary,ˈeivjəri,n.,大鸟笼，鸟舍,GRE_abridged
avocation,ævəˈkeiʃ（ə）n,n.,副业；嗜好,GRE_abridged
avowal,əˈvauəl,n.,声明,GRE_abridged
avuncular,əˈvʌŋkjulə,a.,伯（叔）父的,GRE_abridged
awe-inspiring,ɔːinˈspaiəriŋ,a.,令人敬畏的,GRE_abridged
awl,ɔːl,n.,（钻皮革的）尖钻,GRE_abridged
awning,ˈɔːniŋ,n.,遮阳蓬，雨蓬,GRE_abridged
awry,əˈrai,a.,扭曲的，走样的,GRE_abridged
axiom,ˈæksiəm,n.,公理；定理,GRE_abridged
axle,ˈæksl,n.,轮轴（连接两个车轮的轴）,GRE_abridged
azure,ˈæʒə,n.,天蓝色；a. 蔚蓝的,GRE_abridged
babble,ˈbæbl,v.,胡言乱语；牙牙学语；喋喋不休,GRE_abridged
bacchanal,ˈbækənl,n.,（行为放纵的）狂欢会,GRE_abridged
backdrop,ˈbækdrɔp,n.,（事情的）背景；背景幕布,GRE_abridged
backhanded,bækˈhændid,a.,间接的；反手击球的,GRE_abridged
backset,ˈbækset,n.,倒退,GRE_abridged
backslide,ˈbækslaid,v.,故态复萌,GRE_abridged
backwater,ˈbækwɔːtə(r),n.,死水；闭塞地区,GRE_abridged
bacterium,bækˈtiəriəm,n.,细菌,GRE_abridged
badger,ˈbædʒə,n.,獾；v. 一再烦扰，一再要求,GRE_abridged
badinage,ˈbædinɑːʒ,n.,开玩笑，打趣,GRE_abridged
bale,beil,n.,大包裹；灾祸，不幸,GRE_abridged
baleful,ˈbeilful,a.,有害的，恶意的,GRE_abridged
balky,ˈbɔːki,a.,"倔强的, 不听使唤的",GRE_abridged
ballad,ˈbæləd,n.,歌谣，小曲,GRE_abridged
ballast,ˈbæləst,n.,（船等）压舱物,GRE_abridged
ballerina,ˌbæləˈriːnə,n.,芭蕾舞女演员,GRE_abridged
balm,bɑːm,n.,香油，药膏；镇痛剂,GRE_abridged
bamboozle,bæmˈbuːzl,v.,欺骗，隐瞒,GRE_abridged
banal,bəˈnɑːl,a.,陈腐的,GRE_abridged
bandy,ˈbændi,v.,来回抛球；轻率谈论,GRE_abridged
bane,bein,n.,祸根,GRE_abridged
banister,ˈbænistə,n.,（楼梯的）栏杆,GRE_abridged
banter,ˈbæntə,n.,打趣，玩笑,GRE_abridged
barb,bɑːb,n.,（鱼钩的）倒钩；严厉的批评,GRE_abridged
barbarous,ˈbɑːbərəs,a.,野蛮的；残暴的,GRE_abridged
bard,bɑːd,n.,吟游诗人,GRE_abridged
barefaced,beəˈfeist,a.,厚颜无耻的，公然的,GRE_abridged
baron,ˈbærən,n.,贵族; 巨头,GRE_abridged
baroque,bəˈrəuk,n./a.,（艺术、建筑等）过分雕琢（的）；（艺术）巴洛克,GRE_abridged
barrage,ˈbærɑːʒ,n.,"弹幕, 火力网",GRE_abridged
barrister,ˈbæristə,n.,讼务；律师,GRE_abridged
bassoon,bəˈsuːn,n.,低音管，巴松管,GRE_abridged
bather,ˈbeiðə(r),n.,入浴者，浴疗者,GRE_abridged
bathetic,bəˈθetik,a.,假作悲伤的；陈腐的,GRE_abridged
baton,ˈbætən,n.,指挥棒（指挥家用）；警棍,GRE_abridged
bauble,ˈbɔːbl,n.,花哨的小玩意儿；没价值的东西,GRE_abridged
bauxite,ˈbɔːksait,n.,铝土岩（产铝的矿土、石）,GRE_abridged
bawdy,ˈbɔːdi,a.,淫猥的，好色的,GRE_abridged
bawl,bɔːl,v.,大叫，大喊,GRE_abridged
bazaar,bəˈzɑː,n.,集市，商店集中区,GRE_abridged
beacon,ˈbiːkən,n.,烽火；灯塔,GRE_abridged
beatific,ˌbiːəˈtifik,a.,祝福的，快乐的,GRE_abridged
bedeck,biˈdek,v.,装饰，修饰,GRE_abridged
bedizen,biˈdaizn,v.,把...装饰得艳丽而俗气,GRE_abridged
bedlam,ˈbedləm,n.,混乱，骚乱,GRE_abridged
bedraggled,biˈdræɡ（ə）ld,a.,弄湿的；凌乱不堪的,GRE_abridged
beet,biːt,n.,甜菜,GRE_abridged
befoul,biˈfaul,v.,弄脏，污蔑中伤,GRE_abridged
befuddlement,biˈfʌdəlmənt,n.,迷惑不解,GRE_abridged
behold,biˈhəuld,v.,目睹，看见,GRE_abridged
beholden,biˈhəuldən,a.,感激某人的；欠人情的,GRE_abridged
beholder,biˈhəuldə(r),n.,目睹者，旁观者,GRE_abridged
behoove,biˈhəuv,v.,应该，有必要；适宜,GRE_abridged
belabor,biˈleibə,v.,过分冗长地做或说；痛打,GRE_abridged
belated,biˈleitid,a.,来得太迟的,GRE_abridged
belch,beltʃ,n./v.,打嗝；（火山）喷出,GRE_abridged
beleaguer,biˈliːɡə,v.,围攻；骚扰,GRE_abridged
bellicose,ˈbeləkəus,a.,好战的，好斗的,GRE_abridged
belligerence,biˈlidʒərəns,n.,交战；好战性，斗争性,GRE_abridged
bellwether,"ˈbel,weðə",n.,领导者，领头羊,GRE_abridged
bemused,biˈmjuːzd,a.,茫然的，困惑的,GRE_abridged
benediction,beniˈdikʃən,n.,祝福；祈祷,GRE_abridged
benison,ˈbenizn,n.,祝福，赐福,GRE_abridged
bequeath,biˈkwiːð,v.,遗赠,GRE_abridged
bereft,biˈreft,a.,被剥夺的；缺少的,GRE_abridged
berserk,bə(ː)ˈsəːk,a.,狂怒的，疯狂的,GRE_abridged
besmirch,biˈsməːtʃ,v.,诽谤,GRE_abridged
besot,biˈsɔt,v.,使沉醉，使糊涂,GRE_abridged
bestial,ˈbestjəl,a.,野兽的，残忍的,GRE_abridged
betoken,biˈtəukən,v.,预示，表示,GRE_abridged
betroth,biˈtrəuð,v.,许配，和...订婚,GRE_abridged
bewildering,biˈwildəriŋ,a.,令人迷惑的；费解的,GRE_abridged
bewitching,biˈwitʃiŋ,a.,迷人的,GRE_abridged
bibliophile,ˈbibliəufail,n.,爱书者，藏书家,GRE_abridged
bibulous,ˈbibjuləs,a.,高度吸收的; 嗜酒的,GRE_abridged
bide,baid,v.,等待，逗留,GRE_abridged
biennial,baiˈeniəl,a.,两年一次的,GRE_abridged
bifurcate,ˈbaifəːkeit,v.,分为两支，分叉,GRE_abridged
bigot,ˈbiɡət,n.,（宗教、政治等的）盲信者；心胸狭窄者,GRE_abridged
bile,bail,n.,胆汁；愤怒,GRE_abridged
bilingual,baiˈliŋɡwəl,a.,（说）两种语言的,GRE_abridged
bilious,ˈbiljəs,a.,胆汁质的；坏脾气的,GRE_abridged
bilk,bilk,v.,躲债；骗取,GRE_abridged
billow,ˈbiləu,n.,巨浪;v. 翻腾,GRE_abridged
billowy,ˈbiləui,a.,如波浪般翻滚的,GRE_abridged
biosphere,ˈbaiəsfiə,n.,生命层，生物圈,GRE_abridged
biped,ˈbaiped,n.,二足动物,GRE_abridged
blackball,ˈblækbɔːl,v.,投反对票,GRE_abridged
blanch,blɑːntʃ,v.,使变白；使（脸色）变苍白,GRE_abridged
blandishment,ˈblændiʃmənt,n.,奉承，甘言劝诱,GRE_abridged
blare,bleə,v.,高声鸣叫,GRE_abridged
blasé,ˈblɑːzei,a.,厌倦享乐的，冷漠的,GRE_abridged
blasphemy,ˈblæsfimi,n.,亵渎，渎神,GRE_abridged
blatant,ˈbleitənt,a.,厚颜无耻的；显眼的；炫耀的,GRE_abridged
blather,ˈblæðə,v.,胡说八道,GRE_abridged
blazon,ˈbleizn,n.,纹章，装饰；v. 精确描绘,GRE_abridged
bleachers,ˈbliːtʃəz,n.,（球场的）露天座位,GRE_abridged
bleary,ˈbliəri,a.,视线模糊的，朦胧的；精疲力竭的,GRE_abridged
blight,blait,n.,植物枯萎病；v. 使...枯萎,GRE_abridged
blighted,blaitid,a.,枯萎的；衰老的,GRE_abridged
blissful,ˈblisfuls,a.,极幸福的,GRE_abridged
blithe,blaið,a.,快乐的，无忧无虑的,GRE_abridged
bloated,ˈbləutid,a.,肿胀的; 傲慢的,GRE_abridged
blockade,blɔˈkeid,v./n.,封锁,GRE_abridged
blockage,ˈblɔkidʒ,n.,障碍物,GRE_abridged
blooming,ˈbluːmiŋ,a.,有花的；精力旺盛的,GRE_abridged
blotch,blɔtʃ,n.,（皮肤上的）红斑点；（墨水等）大斑点,GRE_abridged
blowhard,ˈbləuhɑːd,n.,自吹自擂者,GRE_abridged
bludgeon,ˈblʌdʒən,n.,大头棒；v. 用棒打击,GRE_abridged
blurb,bləːb,n.,简介；印在书籍封套上的推荐广告,GRE_abridged
blurt,bləːt,v.,脱口而出,GRE_abridged
bluster,ˈblʌstə,v.,气势汹汹地说，威吓；（指风）猛刮,GRE_abridged
blustering,ˈblʌstəriŋ,a.,大吵大闹的,GRE_abridged
bode,bəud,v.,预示,GRE_abridged
boding,ˈbəudiŋ,n.,凶兆，前兆，预感；a. 凶兆的,GRE_abridged
bodyguard,ˈbɔdiɡɑːd,n.,保镖，侍卫,GRE_abridged
boggle,ˈbɔɡl,v.,畏缩不前；使退缩,GRE_abridged
bogus,ˈbəuɡəs,a.,假装的，假的,GRE_abridged
